,tweet,name
1325,https://t.co/TryDg0zRUq,Miles S. Nadal
1326,"RT @Hinchtown: Can’t thank you all enough for the support. This has been one of the toughest days of my career, but the greatest triumphs c…",Miles S. Nadal
1327,RT @BGCCAN: Even professional YouTubers need to take time away from their screens! @JoshRimer tells us why it’s important for everyone to #…,Miles S. Nadal
1328,RT @LindaFrum: Hamas writes the script. Trudeau foolishly plays along.  https://t.co/dKlSkePFO8,Miles S. Nadal
1329,"""Goodbyes are only for those who love with their eyes. Because for those who love with the heart and soul there is… https://t.co/5CGHeNcgRx",Miles S. Nadal
1330,It Was an Unlucky Week to Throw $8.8 Billion at the Stock Market https://t.co/4pqn7HPFao,Miles S. Nadal
1331,https://t.co/gtycPrrCo5,Miles S. Nadal
1332,"RT @CNBC: Warren Buffett said he does not give much credence to financial market predictions from economists, claiming there are no ""super-…",Miles S. Nadal
1333,RT @goeasyltd: #TGIF! This week has been a massive week for #easybites kitchens opening. Please join us in congratulating the Petitcodiac @…,Miles S. Nadal
1334,"RT @keithmcarthur: What do you do if your colleague is writing a mean blog about you?
Or your boss is stealing your lunch?
I get advice on…",Miles S. Nadal
1335,"RT @milesnadal: Fabulous initiative to support an incredible cause. HART , end human trafficking of young girls in the GTA. I am so proud o…",Miles S. Nadal
1336,"Fabulous initiative to support an incredible cause. HART , end human trafficking of young girls in the GTA. I am so… https://t.co/s8j1ACUvAJ",Miles S. Nadal
1337,"RT @IanJamesPoulter: Shame some get so offended about my passion outside of golf.. 
I have a great following of people who really enjoy pet…",Miles S. Nadal
1338,How Masayoshi Son Became One of the Most Powerful Investors in Tech https://t.co/mXEeiRBgv6,Miles S. Nadal
1339,RT @jacknicklaus: Terrific @MemorialGolf field got even better today with commitments from 5-time winner @TigerWoods &amp; new World No. 1 @Jus…,Miles S. Nadal
1340,RT @VaultraStorage: Got a question about #selfstorage. Go ahead and ask Ruth today at the homeshow in #saultstemarie Dont forget to #entert…,Miles S. Nadal
1341,RT @PeerageRealty: Breaking News! Muskoka shows an annual increase of 16% in luxury property sales in 2017 according to @ChristiesHomes @ch…,Miles S. Nadal
1342,RT @PeerageRealty: New @ChristiesHomes report lists #MuskokaCanada as the second hottest recreational luxury homes market https://t.co/iaxL…,Miles S. Nadal
1343,https://t.co/w87IdeA7qH,Miles S. Nadal
1344,RT @Inc: These are the 7 classic business books every founder should read https://t.co/fYYdJy1XcI,Miles S. Nadal
1345,RT @MilesNadalJCC: Pride is only a few weeks away and we're so excited to join in celebrating at the J! Check out all our upcoming events:…,Miles S. Nadal
1346,RT @HarvardBiz: Assessment: Are You a Compassionate Leader? https://t.co/SHcUDidBoS,Miles S. Nadal
1347,"RT @Sports_Greats: If you don't want to be the best, then there's no reason going out and trying to accomplish anything. -Joe Montana",Miles S. Nadal
1348,"RT @Sports_Greats: They measured — My Height
They measured — My Weight 
But  they never measured  — My HEART ?",Miles S. Nadal
1349,"“ Business is not a battle to be waged, it’s a puzzle to be solved” - Sam Zell",Miles S. Nadal
1350,Former Google CFO Patrick Pichette sets his sights on keeping Canadian tech talent at home https://t.co/pL4zPcI4Ds,Miles S. Nadal
1351,@keithmcarthur This is a fabulous and insightful perspective,Miles S. Nadal
1352,"RT @keithmcarthur: Ask most people what they want out of life, and they’ll probably say they want to be happy and healthy.

And yet, most o…",Miles S. Nadal
1353,@martwal02 Congratulations Marty and Walter. What a fabulous milestone. We wish you another 30 years of good health… https://t.co/2pN1fjjSQ7,Miles S. Nadal
1354,RT @martwal02: Close enough to midnight!  Happy 30th Anniversary to my wonderful man in my life Wally!  It’s been quite the ride!  Love you…,Miles S. Nadal
1355,"This is almost 30 minutes long, but it’s spectacular and informative interview about an amazing guy, Sam Zell and h… https://t.co/qYDdHvMyZm",Miles S. Nadal
1356,"RT @Sports_Greats: You're never as good as everyone tells you when you win, and you're never as bad as they say when you lose. -Lou Holtz",Miles S. Nadal
1357,“ Confucius said the definition of a schmuck is someone who reaches his goals” - Sam Zell,Miles S. Nadal
1358,@autostradaforum Very proud to be associated with my friends at @autostradaforum.,Miles S. Nadal
1359,"Wonderful hikes , travelling through Bürgenstock Switzerland yesterday. Incredible scenery , stunning views. https://t.co/xyAMakDTYq",Miles S. Nadal
1360,"RT @autostradaforum: Our Summer issue enjoying the heat in Albuquerque, New Mexico! Big thanks to Ajeet Kapila for the great photo. https:/…",Miles S. Nadal
1361,“Nobody ever went broke taking a profit “ - Bernard Baruch,Miles S. Nadal
1362,RT @Sports_Greats: One man cannot make a team. - Kareem Abdul-Jabbar,Miles S. Nadal
1363,"RT @NickRDean: . @emblemcannabis @emblem_corp Product innovation, new formulations and dosage forms are critical pillars in Emblem’s compet…",Miles S. Nadal
1364,https://t.co/shRHk33Y0n,Miles S. Nadal
1365,https://t.co/ucVZsbc6AO,Miles S. Nadal
1366,RT @Sports_Greats: The difference between who you ARE and who you WANT TO BE is the work you put in.,Miles S. Nadal
1367,"RT @davidfrum: Honoring today all the mothers in our lives, present and absent",Miles S. Nadal
1368,"RT @HarvardBiz: A great culture means behaviors, systems, and practices are all in sync
https://t.co/RUh8tY9Uwe",Miles S. Nadal
1369,RT @SupportSinai: Happy #MothersDay from everyone at Sinai Health. We hope you have a great day with family! https://t.co/jbwEgDjKhy,Miles S. Nadal
1370,https://t.co/Kelk4sMYSt,Miles S. Nadal
1371,https://t.co/BJpJwLLbS5,Miles S. Nadal
1372,"RT @Sports_Greats: Pressure can burst a pipe, or pressure can make a diamond. -Robert Horry",Miles S. Nadal
1373,RT @Inc: A self-made billionaire reveals the 1 mental hurdle that you must overcome to reach your potential https://t.co/IpFK5GEOem,Miles S. Nadal
1374,"RT @novogratz: Round 2 evening chat with @MariaBartiromo on @MariaWallStreet 

https://t.co/lKNB4LhgUK https://t.co/CjTwpMWWJI",Miles S. Nadal
1375,RT @Sports_Greats: The Six W's: Work will win when wishing won't. -Todd Blackledge,Miles S. Nadal
1376,"RT @SeanSilcoff: Meet Colette Watson, a strong candidate to be the next head of Rogers Media. Changing channels at Rogers: A creative cost…",Miles S. Nadal
1377,"@OAutoMuseum Sorry, I don’t live in Canada, and I join boards",Miles S. Nadal
1378,https://t.co/wceuRwBhQS,Miles S. Nadal
1379,Awesome quote.            https://t.co/u8Qt2g4a5Z https://t.co/4EecjLPA0N,Miles S. Nadal
1380,RT @FastCompany: These 5 speaking habits make people want to collaborate with you https://t.co/vIzD0rCvPf https://t.co/WX7vwS9FuE,Miles S. Nadal
1381,RT @bakerinc: MILLENNIALS HOLD ONTO DREAM OF HOMEOWNERSHIP https://t.co/k9KvfBYHy8,Miles S. Nadal
1382,"RT @MountSinai: Mothers in our neonatal intensive care unit were treated to gift bags by local grade 3 kids, helping to ensure a #HappyMoth…",Miles S. Nadal
1383,CPPIB and Carlyle Group investing in Jack Ma’s Ant Financial: sources https://t.co/2QjcP19gfB,Miles S. Nadal
1384,https://t.co/4lgpKCQ46W,Miles S. Nadal
1385,"Nvidia hits record high ahead of earnings, and it could be a sign of good things to come https://t.co/i9gq3MF9aW",Miles S. Nadal
1386,Apple Picks Goldman Sachs to Issue Reward Credit Card https://t.co/z4zBlnjhnb,Miles S. Nadal
1387,"RT @Sports_Greats: I hated every minute of training, but I said, ""Don't quit. Suffer now and live the rest of your life as a champion. -Muh…",Miles S. Nadal
1388,https://t.co/1vgk1wFFMA,Miles S. Nadal
1389,"RT @HarvardBiz: A research-backed guide for choosing the best type, tone, sequence, and framing of questions. https://t.co/5q0SLJa2Ky",Miles S. Nadal
1390,"RT @HarvardBiz: How to train your brain to tackle complex problems
https://t.co/lyUOt4cOzm",Miles S. Nadal
1391,"RT @Inc: Self-made billionaire Jack Ma says that while IQ is certainly helpful, and EQ is beneficial for getting ahead, there's one valuabl…",Miles S. Nadal
1392,RT @EchelonWealth: Looking for a Great Place to Work? https://t.co/FoXdNjafbx #EmpowerYourPossible #HiringAdvisors #BeaPartner #wealthmanag…,Miles S. Nadal
1393,RT @TelAvivUni: Now it's official: TAU Benefactor @milesnadal after affixing the mezuzah to the Miles S. Nadal Home for Technological Innov…,Miles S. Nadal
1394,"RT @TelAvivUni: ""Never give up - it is this spirit that makes Israel the miracle it is in just 70 years.""
@AlibabaGroup's Jack Ma, a TAU ho…",Miles S. Nadal
1395,https://t.co/m565q9Fqan,Miles S. Nadal
1396,https://t.co/33m6qyrBP5,Miles S. Nadal
1397,Escape from Planet Google with Tech columnist David Pierce—and discover the best replacements for all its top apps… https://t.co/YikGb8GE9z,Miles S. Nadal
1398,Buffett Accounting ‘Nightmare’ Fuels First Loss in Nine Years https://t.co/9OORF0GdzH,Miles S. Nadal
1399,https://t.co/4IomjDp5fS,Miles S. Nadal
1400,"Before social media, home was a place where you could be a more relaxed, authentic version of yourself. Now some te… https://t.co/DKvD1PkPQX",Miles S. Nadal
1401,A new rival to Ticketmaster wants you to be able to use your face as a ticket https://t.co/XxhUsDilrB,Miles S. Nadal
1402,"Will Warren Buffett redeem himself with Wall Street?  — like he really cares, via @FinancialPost https://t.co/D8l7IokDiM",Miles S. Nadal
1403,https://t.co/zDaEnwY2uR,Miles S. Nadal
1404,https://t.co/jGrBREH08i,Miles S. Nadal
1405,RT @Sports_Greats: It's what you get from games you lose that is extremely important. -Pat Riley,Miles S. Nadal
1406,Here's What Inspired The Idea Behind Starbucks Mermaid Logo https://t.co/zDOkrVrtkQ,Miles S. Nadal
1407,Musk Rejects ‘Boring’ Analysts After Tesla Burns $1 Billion More https://t.co/yVMuZiHkkn,Miles S. Nadal
1408,Great visit with Ferrari Collector David Lee  at his garage and store. @SarahNadal5 https://t.co/OzPhliU0uo,Miles S. Nadal
1409,Why 5G is the biggest thing in mobile since the App Store https://t.co/KYKmqTWTOt,Miles S. Nadal
1410,"This CEO blabs about bad dates, fights with her mom and partying. Why today’s leaders are opening up. https://t.co/goKvRyiNR2",Miles S. Nadal
1411,"Apple surprises with solid iPhone sales, announces $100-billion buyback https://t.co/5lLfTZvuSo",Miles S. Nadal
1412,"RT @Inc: How Google's CEO uses brain-friendly slides to create simple, engaging presentations. https://t.co/yQ3mOAQVST",Miles S. Nadal
1413,RT @Inc: Jeff Bezos just shared his 3-step formula for success--and it's absolutely brilliant https://t.co/wokbO5TW97,Miles S. Nadal
1414,RT @Sports_Greats: I can't imagine a person becoming a success who doesn't give this game of life everything he's got.,Miles S. Nadal
1415,"Weinstein Co. Agrees to Sell Assets to Lantern, Instead of Kagan https://t.co/OoNdjSlCfC",Miles S. Nadal
1416,"Fabulous dinner with my daughters and @matsuhisalosangeles , @nobumatsuhisa @SarahNadal5 https://t.co/2uwcPy6oBw",Miles S. Nadal
1417,"Exceptional panel discussion about Global Private Equity trends. @MilkenInstitute , @Brookfield_BPY , @BruceFlatt… https://t.co/kKgDxPnjsT",Miles S. Nadal
1418,RT @Sports_Greats: If you only ever give 90% in training then you will only ever give 90% when it matters. -Michael Owen,Miles S. Nadal
1419,RT @TheLouisdeMelo: Extremely grateful for all the hardworking docs @SinaiHealthTO that support our patients every single day. #DoctorsDay…,Miles S. Nadal
1420,https://t.co/z8KYOQnLW4,Miles S. Nadal
1421,https://t.co/5jyKzT8DbK,Miles S. Nadal
1422,"RT @PeerageCapital: “Be a good listener,” Dale Carnegie advised in his 1936 classic How to Win Friends and Influence People. “Ask questions…",Miles S. Nadal
1423,RT @CNBC: The No. 1 thing Bill Gates wishes he'd done in college https://t.co/t6cT1nzhOv,Miles S. Nadal
1424,https://t.co/Z60XCb544v,Miles S. Nadal
1425,RT @goldiehawn: Happy Easter to all! https://t.co/Hn7YqvIUSi,Miles S. Nadal
1426,https://t.co/u18FAr5KCu,Miles S. Nadal
1427,Tim Armstrong Says He's Watching T-Mobile-Sprint Deal Closely https://t.co/kZfHooOZac,Miles S. Nadal
1428,https://t.co/XLocCFIoB3,Miles S. Nadal
1429,https://t.co/9iAwhdR2qs,Miles S. Nadal
1430,@MilkenInstitute    “Confucius says developers will build when money is available “ - Sam Zell https://t.co/yQRnpYJkAg,Miles S. Nadal
1431,"RT @Sports_Greats: Find the good. It's all around you. Find it, showcase it &amp; you'll start believing in it. -Jesse Owens",Miles S. Nadal
1432,"Joseph Campbell wrote, “I don’t believe people are looking for the meaning of life as much as they are looking for… https://t.co/bJAvJOjbUr",Miles S. Nadal
1433,"Joseph Campbell wrote, “I don’t believe people are looking for the meaning of life as much as they are looking for… https://t.co/PxR5YROPFJ",Miles S. Nadal
1434,"@MilkenInstitute , @milkeninstituteglobalconference https://t.co/vDyDaFY7Ep",Miles S. Nadal
1435,Goldman's Solomon Says Greed Is Trumping Fear in the Bull Market https://t.co/liOctlQOnj,Miles S. Nadal
1436,RT @dberman_ROB: I couldn't help focusing on the condition of the roads in this NYT photo essay on Detroit. Detroit's roads look a LOT bett…,Miles S. Nadal
1437,RT @CNBCnow: Time Warner spikes higher after Dept. of Justice says in court that if the AT&amp;T deal isn't rejected outright there should be s…,Miles S. Nadal
1438,"RT @FrankLuntz: Next weekend, we’ll be 6 months away from the 2018 midterms… https://t.co/0070aWW6qm",Miles S. Nadal
1439,"RT @themotleyfool: ""The best way to teach your kids about taxes is by eating 30 percent of their ice cream."" -- Bill Murray",Miles S. Nadal
1440,"@FrankLuntz ,  @MilkenInstitute https://t.co/xTuSSaTNLE",Miles S. Nadal
1441,RT @CNBC: Kevin O'Leary's top 2 tips to buy a home that makes you money https://t.co/epM9Cj0OSp,Miles S. Nadal
1442,"@FrankLuntz , @MilkenInstitute . Exceptional insights into the challenges facing america to govern for the people b… https://t.co/OXOrDC4Msz",Miles S. Nadal
1443,"@frankluntz ,  @KevinMcCarthy . Incredible interview @milkeninstitute https://t.co/l40qWuWMaO",Miles S. Nadal
1444,Jamie Dimon: How business can solve big problems https://t.co/Tvn3wtjkCD,Miles S. Nadal
1445,"Milken Lures Mnuchin, Goldman’s Solomon to ‘Davos of the West’ https://t.co/CTzDaINpPS",Miles S. Nadal
1446,RT @LenosGarage: What do you call a Corvette ZR1 that is before the first one off the assembly line? You're looking at it. #JayLenosGarage…,Miles S. Nadal
1447,RT @Sports_Greats: Setting a goal is not the main thing. It is deciding how you will go about achieving it &amp; staying with that plan. -Tom L…,Miles S. Nadal
1448,RT @Sports_Greats: Dedication + Hard Work + No excuses + God = Success,Miles S. Nadal
1449,"RT @HarvardBiz: “Most people don’t grasp that asking a lot of questions unlocks learning and improves interpersonal bonding.” 
https://t.co…",Miles S. Nadal
1450,https://t.co/Cfco2QGvUN,Miles S. Nadal
1451,RT @jacknicklaus: Hope someone will record this one for me! Have fun GT with my @GolfChannel friends @CharlieRymerGC &amp; @TrevorImmelman. ? h…,Miles S. Nadal
1452,"RT @DavidKeyesPMO: There is one thing the media almost never mentions about Gaza. It's that Hamas, the terrorist organization that actually…",Miles S. Nadal
1453,"RT @NicklausCo: To wrap up #JuniorGolfWeek on @GolfChannel, GT Nicklaus—15-yr-old grandson of @jacknicklaus &amp; son of Gary—joins @GCMorningD…",Miles S. Nadal
1454,RT @ScottONeil: Prom season = @sixers season #time2upgradejerseythough https://t.co/b7f2Hs484D,Miles S. Nadal
1455,RT @SeanSilcoff: AI is set to become as widely adopted by the corporate world as PCs in the 80s and email in the 90s. Meet some of the Cana…,Miles S. Nadal
1456,Sam Zell and Goldman Sachs invest in Argentine real estate https://t.co/9g11BckSqV,Miles S. Nadal
1457,Brookfield’s new venture-capital unit wants to invest $200 million to $300 million in technologies that will disrup… https://t.co/tbKvI3uzni,Miles S. Nadal
1458,"@TelAvivUni , @CFTAU , @PeerageCapital  https://t.co/84pUCoCvpf",Miles S. Nadal
1459,"RT @FoxBusiness: .@blackstone CEO Stephen Schwarzman on global investment: ""The easiest place to walk is Asia."" https://t.co/XXrOpUu8N6",Miles S. Nadal
1460,"RT @SeanSilcoff: Canada Is Going To Be The Next, Great, Entrepreneurial Tech Country https://t.co/TGhTK6QNDP",Miles S. Nadal
1461,https://t.co/VepX08gyrO,Miles S. Nadal
1462,"RT @chestnutpark: We have an announcement to make!!  Chestnut Park Announces Expansion into Southwest Ontario with its Affiliate, Chestnut…",Miles S. Nadal
1463,"RT @HarvardBiz: A study found that men who were more conscientious, extroverted, and less agreeable earned more than their peers — especial…",Miles S. Nadal
1464,@IanJamesPoulter . Nobody more confident and more able. https://t.co/CXNVzlDr0P,Miles S. Nadal
1465,"RT @Sports_Greats: Without self-discipline, success is impossible, period. -Lou Holtz",Miles S. Nadal
1466,"RT @PeerageCapital: Congratulations to all recipients of the 2018 @chestnutpark Awards!

#ChestnutParkRealEstate #TorontoRealEstate #ProudP…",Miles S. Nadal
1467,"RT @PeerageCapital: Don't forget to follow our partner @PeerageRealty on Facebook for updates on all of our real estate partners!

#Toronto…",Miles S. Nadal
1468,RT @EchelonWealth: #GPTWCanada #GPTW4All Conference today provides some excellent resources for @EchelonWealth’s Chief Talent Officer and C…,Miles S. Nadal
1469,https://t.co/B8ndArKQOi,Miles S. Nadal
1470,Warren Buffett Better Sell a Lot of Ketchup Fast https://t.co/XFr5wM5BUN,Miles S. Nadal
1471,RT @TheLouisdeMelo: Calling all Porsche enthusiasts! Our Leadership Sinai Porsche Rally takes places on June 8 &amp; 9 and supports family repr…,Miles S. Nadal
1472,RT @MountSinai: Our Organ &amp; Tissue Donation Committee received a @TrilliumGift award for performance for converting potential organ donors…,Miles S. Nadal
1473,"RT @TheLouisdeMelo: For more than 30 years, the LTRI has been an incubator for #scientific #discovery. Per scientist, the LTRI is consisten…",Miles S. Nadal
1474,'They're changing the whole way that commerce works' — BlackRock's $1.8 trillion bond chief explains how millennial… https://t.co/2kCkJrld8C,Miles S. Nadal
1475,Winklevoss Twins Hire Nasdaq to Keep Cheaters Off Crypto Market https://t.co/nAFCE1P5tU,Miles S. Nadal
1476,RT @chestnutpark: Take a look at some of the photos from our annual awards night at the Rosedale Golf Club last night https://t.co/fMRA75lJ…,Miles S. Nadal
1477,RT @meretelewis: Awards Night at Chestnut Park ?. A sincere thank you to all of my clients for trusting me with… https://t.co/yQ3FAvToli,Miles S. Nadal
1478,RT @NickRDean: Was a thrill to share @emblemcannabis @Emblem_Corp ‘s new vision and business strategy at the GMP Cannabis Conference today.…,Miles S. Nadal
1479,RT @NickRDean: Our investment in @fireandflowerco reinforces our belief that access to the consumer is critical for driving value. In a reg…,Miles S. Nadal
1480,RT @NickRDean: Thank you @CMDCCanada for the opportunity to share the @emblemcannabis @Emblem_Corp strategy and vision today. Was great to…,Miles S. Nadal
1481,Restaurant Brands plans $700-million Tim Hortons makeover https://t.co/qV51dMPYLk,Miles S. Nadal
1482,"RT @PeerageCapital: Amazing Time Lapse Video of The Banner Reveal of The Miles Nadal Heart Centre at Toronto's Mount Sinai Hospital

#phila…",Miles S. Nadal
1483,Fairfax readies game plan for Toys ‘R’ Us Canada https://t.co/8IQcfR2Fv9,Miles S. Nadal
1484,We are deeply saddened to hear of the tragic loss of life today in Toronto. We would like to extend our deepest sym… https://t.co/0mI82swpUm,Miles S. Nadal
1485,RT @Sports_Greats: Things turn out best for the people who make the best of the way things turn out. -John Wooden,Miles S. Nadal
1486,@LindaFrum Our heartfelt condolences. So sad. Our thoughts and prayers are with you and your family on the loss of your family member,Miles S. Nadal
1487,"RT @LindaFrum: Today, at the same hour as the Toronto truck attack, my beloved pup Toby was also struck and killed by a truck. Maybe God ne…",Miles S. Nadal
1488,"RT @PeerageCapital: Pushing the Boundaries: Disability, Inclusion and Jewish Community: A Canadian Context

@MilesNadalJCC @milesnadal #Phi…",Miles S. Nadal
1489,https://t.co/lkIuMswgzF,Miles S. Nadal
1490,Raging Demand for Tutoring Makes Math Teacher a Billionaire https://t.co/yQnf2PBxfY,Miles S. Nadal
1491,https://t.co/ijBySwvT3x,Miles S. Nadal
1492,"RT @HarvardBiz: You need an aggressive, well-executed quality program
https://t.co/YuA2VdUcIt @thedatadoc1",Miles S. Nadal
1493,RT @Inc: This old email from Steve Jobs will teach you everything you need to know about written communication https://t.co/R9A0aZFiZq,Miles S. Nadal
1494,"RT @Sports_Greats: ? Without dreams
? We reach nothing.
? Without love.
? We feel nothing.
? Without God.
? We are nothing.",Miles S. Nadal
1495,RT @AndreaQ40: @milesnadal @CTVNews @MountSinai @SupportSinai Thank you @milesnadal for this extraordinary gift! It will make the differenc…,Miles S. Nadal
1496,https://t.co/f5orHFIdWm,Miles S. Nadal
1497,First It Was a Warm Coat. Now It's Hot Fashion. https://t.co/LR959abla5,Miles S. Nadal
1498,https://t.co/Ng05bXT2mj,Miles S. Nadal
1499,Four Harvard Students Jump Into the Crypto Hedge-Fund Craze https://t.co/viRIikGBN2,Miles S. Nadal
1500,https://t.co/q7s7TYFEUI,Miles S. Nadal
1501,@PeerageCapital @MountSinai  https://t.co/aZ4qwucCga,Miles S. Nadal
1502,"@TKBGC @MountSinai Thank you for your kind, heartfelt congratulations. My family and I are honoured and proud",Miles S. Nadal
1503,"RT @larameereb: Such a great night, dreaming with scientists, supporting research @SinaiHealthTO! https://t.co/111gmsIUyI",Miles S. Nadal
1504,RT @MountSinai: Special thanks to @AndreaQ40 who shared her incredible story with us as we celebrated Miles Nadal's generous gift. https://…,Miles S. Nadal
1505,Amazing @CTVNews coverage of the unveiling of the Miles Nadal Heart Centre at @MountSinai and Andrea Querido's beau… https://t.co/1Ee59qXnQG,Miles S. Nadal
1506,Fairfax closes in on Canadian Toys ‘R’ Us deal https://t.co/u9PilP5uri,Miles S. Nadal
1507,"RT @Sports_Greats: Nothing is forever, start leaving your legacy now. https://t.co/2kyZGRQq4H",Miles S. Nadal
1508,https://t.co/J5jTEjmbdY,Miles S. Nadal
1509,"@MountSinai ,@PeerageCapital  https://t.co/TRUVCLCeb5",Miles S. Nadal
1510,RT @SupportSinai: Learn more about how The Miles Nadal Heart Centre @mountsinai will transform research and care for #cardiac patients in C…,Miles S. Nadal
1511,@SupportSinai @MountSinai Thank you for this incredible honor,Miles S. Nadal
1512,My family and I are deeply appreciative of this extraordinary honour. We look forward to an unrivalled record of re… https://t.co/7wv4cPLZrt,Miles S. Nadal
1513,"RT @SupportSinai: We are thrilled to announce an $11M gift from @MilesNadal to create The Miles Nadal Heart Centre, which brings together t…",Miles S. Nadal
1514,RT @TheLouisdeMelo: Our donor community plays such a central role in our ability to fulfill our vision of being Canada’s leading integrated…,Miles S. Nadal
1515,RT @TKBGC: From all of us at the The Toronto Kiwanis Boys &amp; Girls Clubs Miles &amp; Kelly Nadal Youth Centre we’d like to congratulate Miles Na…,Miles S. Nadal
1516,"RT @Inc: Want to do great work? Here are 4 things you need to remember, according to Jeff Bezos https://t.co/GfiSZG8STJ",Miles S. Nadal
1517,"RT @Sports_Greats: There may be people that have more talent than you, but there's no excuse for anyone to work harder than you do. -Derek…",Miles S. Nadal
1518,"RT @Sports_Greats: Good, better, best. Never let it rest. Until your good is better and your better is best. -Tim Duncan",Miles S. Nadal
1519,"RT @TheLouisdeMelo: #DYK 23,600 Canadian men are diagnosed with prostate cancer every year. Mount Sinai has one of the world's top uro-onco…",Miles S. Nadal
1520,"RT @HarvardBiz: How to get valuable time with your children while working through professional challenges
https://t.co/BBI1Kn3xU7",Miles S. Nadal
1521,Building the talent pipeline for the future of Canada’s financial services industry https://t.co/yGJbfymvIy,Miles S. Nadal
1522,Amazon Hits 100 Million Prime Members  https://t.co/5NUL65HYOO,Miles S. Nadal
1523,https://t.co/2zP3NZwj1U,Miles S. Nadal
1524,"@MilesNadalJCC ,  @PeerageCapital  https://t.co/nOHztESUPo",Miles S. Nadal
1525,"RT @EchelonWealth: As expected @bankofcanada leaves #interestrates unchanged. Uncertainty in #trade, #economy, accelerating #inflation &amp; #h…",Miles S. Nadal
1526,Goldman Sachs CEO Lloyd Blankfein expects David Solomon to succeed him https://t.co/wlXRAvBsFK,Miles S. Nadal
1527,How to Make Sense of Cryptocurrency Valuations https://t.co/WWWkKS0xQE,Miles S. Nadal
1528,@MilesNadalJCC  https://t.co/CyuPpujKhT,Miles S. Nadal
1529,Li Ka-shing in hunt for Bombardier’s Toronto site https://t.co/kjX8p8XmNH,Miles S. Nadal
1530,"“Take the high road, there's a lot less traffic up there.”
Phillip C. McGraw,",Miles S. Nadal
1531,RT @NickRDean: . @emblemcannabis @Emblem_Corp continues to bolster professional leadership team with three strategic hires to grow market s…,Miles S. Nadal
1532,RT @MaximZavet: Thrilled to be adding amazing talent to our marketing team!! @emblemcannabis @NickRDean ????????????? https://t.co/kGhz4BY7…,Miles S. Nadal
1533,"@TelAvivUni ,  @CFTAU  https://t.co/X8ldz7QrF4",Miles S. Nadal
1534,RT @chestnutpark: 60% of borrowers simply sign back the mortgage renewal offer they receive from their current lender. Why do this? https:/…,Miles S. Nadal
1535,"“Satisfaction , Enjoyment, and sometimes happiness, are derived from the constant pursuit of initiatives, activitie… https://t.co/aLkA4Rk47B",Miles S. Nadal
1536,https://t.co/B835RC2rrG,Miles S. Nadal
1537,RT @Inc: Here's How Elon Musk Spends His Day https://t.co/Hb8li8lcXj,Miles S. Nadal
1538,"RT @Forbes: Billionaire Bruce Flatt reveals Brookfield's huge bet on China's ascendance
 https://t.co/FPo1ULPPsh https://t.co/R4KJtupNOS",Miles S. Nadal
1539,@60Minutes @salesforce Spectacular initiative and leadership by Marc Benioff and his organization to ensure pay equ… https://t.co/EKcFsEPwXq,Miles S. Nadal
1540,"RT @60Minutes: Whenever Marc Benioff and Salesforce acquire a new company, their team needs to do another internal audit to re-adjust pay g…",Miles S. Nadal
1541,https://t.co/pIoWKXD5KF,Miles S. Nadal
1542,https://t.co/xJzzUfoye8,Miles S. Nadal
1543,Reality Check for a Superstar Saudi Prince https://t.co/99XkdwmAWy,Miles S. Nadal
1544,@TAUCANADA @TelAvivUni  https://t.co/X8ldz7QrF4,Miles S. Nadal
1545,"RT @IanJamesPoulter: Good call... ??? what a donut.. @PGATOUR @RBC_Heritage 
Played nicely 7 birdies no bogeys.. in the mix for the weekend…",Miles S. Nadal
1546,RT @autostradaforum: Fellow publisher Sean Patrick is spending the weekend in Palm Beach with our great friends at Barrett-Jackson! What a…,Miles S. Nadal
1547,RT @MountSinai: NOW OPEN: A new entrance providing 24/7 direct access to our emergency department from University Ave. See a map:  https://…,Miles S. Nadal
1548,"RT @HarvardBiz: Disagreeing at work can actually lead to higher job satisfaction
https://t.co/nrjaJDMTvh",Miles S. Nadal
1549,"RT @scarfonephoto: Yesterday I had the opportunity to photograph a time capsule at  Legendary Motorcar Company, this 1983 Ferrari 512bbi ha…",Miles S. Nadal
1550,"RT @chestnutpark: #PrinceEdwardCounty  is known for its wines, beers, and spirits...but there is so much more to discover in this beautiful…",Miles S. Nadal
1551,https://t.co/fsqcRnk5KD,Miles S. Nadal
1552,https://t.co/k9Nb7Vu6xA,Miles S. Nadal
1553,"RT @HarvardBiz: Create a more effective promotions process
https://t.co/90gmvbfrXR",Miles S. Nadal
1554,"RT @MilesNadalJCC: Poor posture from sitting at a desk, texting, watching TV, and driving can all lead to back pain. Combat rounded-forward…",Miles S. Nadal
1555,"RT @Sports_Greats: A winner is someone who recognizes God's given talents, develops that talent into skill, and uses that skill to reach th…",Miles S. Nadal
1556,RT @TKBGC: Hockey sticks outside the boys and girls club @TKBGC https://t.co/nB3ycIdAft,Miles S. Nadal
1557,RT @EchelonWealth: @EchelonWealth puts on a #JerseyforHumboldt. Today we support the victims of this tragedy. Thanks #Ottawabranch #YOW htt…,Miles S. Nadal
1558,RT @NickRDean: $EMC.V $EMMBF https://t.co/pbROnWbAAJ,Miles S. Nadal
1559,What the 5G Future Means for Your Phone https://t.co/ic0mbktprQ,Miles S. Nadal
1560,RT @NickRDean: Today’s announcement with Fire &amp; Flower (a leading adult-use retail platform) reinforces our vision that the greatest shareh…,Miles S. Nadal
1561,"“We make a living by what we get, but we make a life by what we give. “.   Winston Churchill",Miles S. Nadal
